event_id_cnty,event_date,year,event_type,sub_event_type,admin1,admin2,location,latitude,longitude,fatalities,notes
GHA171,2012-06-11,2012,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.593,-0.3635,3,Event recorded in Greater Accra on 2012-06-11
GHA172,2012-06-17,2012,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.2678,-0.1368,0,Event recorded in Greater Accra on 2012-06-17
GHA173,2012-06-28,2012,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.2815,0.2447,0,Event recorded in Greater Accra on 2012-06-28
GHA174,2012-07-04,2012,Flood displacement event,Flood displacement event,Greater Accra,Greater Accra,Greater Accra,5.6832,-0.2755,0,Event recorded in Greater Accra on 2012-07-04
GHA175,2012-07-24,2012,Riots,Riots,Greater Accra,Greater Accra,Greater Accra,6.0465,0.2282,0,Event recorded in Greater Accra on 2012-07-24
GHA176,2012-07-26,2012,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.0437,-0.0271,2,Event recorded in Greater Accra on 2012-07-26
GHA177,2012-07-28,2012,Flood displacement event,Flood displacement event,Greater Accra,Greater Accra,Greater Accra,5.2565,-0.0817,0,Event recorded in Greater Accra on 2012-07-28
GHA178,2012-08-03,2012,Battles,Battles,Greater Accra,Greater Accra,Greater Accra,5.3769,-0.245,0,Event recorded in Greater Accra on 2012-08-03
GHA179,2012-08-05,2012,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.3528,-0.3634,0,Event recorded in Greater Accra on 2012-08-05
GHA180,2012-08-27,2012,Flood displacement event,Flood displacement event,Greater Accra,Greater Accra,Greater Accra,5.256,-0.4966,0,Event recorded in Greater Accra on 2012-08-27
GHA181,2012-09-06,2012,Battles,Battles,Greater Accra,Greater Accra,Greater Accra,4.8892,-0.3206,4,Event recorded in Greater Accra on 2012-09-06
GHA182,2012-09-11,2012,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.5887,-0.5534,1,Event recorded in Greater Accra on 2012-09-11
GHA183,2012-09-27,2012,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.443,-0.2553,0,Event recorded in Greater Accra on 2012-09-27
GHA184,2012-10-31,2012,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.6259,0.3724,1,Event recorded in Greater Accra on 2012-10-31
GHA185,2012-11-13,2012,Battles,Battles,Greater Accra,Greater Accra,Greater Accra,5.8646,0.2378,0,Event recorded in Greater Accra on 2012-11-13
GHA186,2012-11-17,2012,Strategic developments,Strategic developments,Greater Accra,Greater Accra,Greater Accra,5.1092,-0.2953,0,Event recorded in Greater Accra on 2012-11-17
GHA187,2012-11-30,2012,Battles,Battles,Greater Accra,Greater Accra,Greater Accra,6.572,-0.0746,0,Event recorded in Greater Accra on 2012-11-30
GHA188,2012-12-11,2012,Strategic developments,Strategic developments,Greater Accra,Greater Accra,Greater Accra,5.7397,-0.9957,0,Event recorded in Greater Accra on 2012-12-11
GHA189,2012-12-14,2012,Battles,Battles,Greater Accra,Greater Accra,Greater Accra,5.4446,-0.3593,6,Event recorded in Greater Accra on 2012-12-14
GHA190,2012-12-21,2012,Flood displacement event,Flood displacement event,Greater Accra,Greater Accra,Greater Accra,5.08,0.0424,0,Event recorded in Greater Accra on 2012-12-21
GHA191,2012-12-26,2012,Battles,Battles,Greater Accra,Greater Accra,Greater Accra,5.7459,-0.4645,3,Event recorded in Greater Accra on 2012-12-26
GHA192,2013-03-05,2013,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.6461,-0.5226,0,Event recorded in Greater Accra on 2013-03-05
GHA193,2013-04-05,2013,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.3315,0.0228,2,Event recorded in Greater Accra on 2013-04-05
GHA194,2013-05-05,2013,Riots,Riots,Greater Accra,Greater Accra,Greater Accra,5.1652,-0.0129,0,Event recorded in Greater Accra on 2013-05-05
GHA195,2013-05-12,2013,Riots,Riots,Greater Accra,Greater Accra,Greater Accra,5.4442,0.1616,0,Event recorded in Greater Accra on 2013-05-12
GHA196,2013-05-31,2013,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.6766,0.1373,2,Event recorded in Greater Accra on 2013-05-31
GHA197,2013-06-14,2013,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.5957,0.1977,0,Event recorded in Greater Accra on 2013-06-14
GHA198,2013-07-04,2013,Riots,Riots,Greater Accra,Greater Accra,Greater Accra,5.512,0.2785,0,Event recorded in Greater Accra on 2013-07-04
GHA199,2013-07-20,2013,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.8369,-0.2808,0,Event recorded in Greater Accra on 2013-07-20
GHA200,2013-07-29,2013,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.6684,-0.6761,0,Event recorded in Greater Accra on 2013-07-29
GHA201,2013-08-24,2013,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.8044,-0.6018,0,Event recorded in Greater Accra on 2013-08-24
GHA202,2013-08-26,2013,Strategic developments,Strategic developments,Greater Accra,Greater Accra,Greater Accra,5.2662,-0.4658,0,Event recorded in Greater Accra on 2013-08-26
GHA203,2013-08-27,2013,Strategic developments,Strategic developments,Greater Accra,Greater Accra,Greater Accra,5.3968,0.5969,0,Event recorded in Greater Accra on 2013-08-27
GHA204,2013-12-20,2013,Battles,Battles,Greater Accra,Greater Accra,Greater Accra,5.5918,-0.2857,0,Event recorded in Greater Accra on 2013-12-20
GHA205,2013-12-31,2013,Strategic developments,Strategic developments,Greater Accra,Greater Accra,Greater Accra,5.6667,-0.5169,0,Event recorded in Greater Accra on 2013-12-31
GHA206,2014-01-23,2014,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.841,-0.4802,0,Event recorded in Greater Accra on 2014-01-23
GHA207,2014-01-27,2014,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,4.7726,-0.3773,0,Event recorded in Greater Accra on 2014-01-27
GHA208,2014-06-19,2014,Strategic developments,Strategic developments,Greater Accra,Greater Accra,Greater Accra,5.6255,-0.3497,0,Event recorded in Greater Accra on 2014-06-19
GHA209,2014-07-03,2014,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.3988,-0.3568,0,Event recorded in Greater Accra on 2014-07-03
GHA210,2014-07-14,2014,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.3164,-0.7201,2,Event recorded in Greater Accra on 2014-07-14
GHA211,2014-07-20,2014,Flood displacement event,Flood displacement event,Greater Accra,Greater Accra,Greater Accra,5.3003,-0.1928,0,Event recorded in Greater Accra on 2014-07-20
GHA212,2014-07-28,2014,Explosions/Remote violence,Explosions/Remote violence,Greater Accra,Greater Accra,Greater Accra,5.487,-0.2926,0,Event recorded in Greater Accra on 2014-07-28
GHA213,2014-09-23,2014,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.2387,-0.3229,0,Event recorded in Greater Accra on 2014-09-23
GHA214,2014-10-24,2014,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.4323,-0.4941,0,Event recorded in Greater Accra on 2014-10-24
GHA215,2014-10-30,2014,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.8129,-0.4426,0,Event recorded in Greater Accra on 2014-10-30
GHA216,2014-11-06,2014,Explosions/Remote violence,Explosions/Remote violence,Greater Accra,Greater Accra,Greater Accra,5.5358,-0.1712,0,Event recorded in Greater Accra on 2014-11-06
GHA217,2014-11-19,2014,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.3814,0.1406,1,Event recorded in Greater Accra on 2014-11-19
GHA218,2014-11-29,2014,Battles,Battles,Greater Accra,Greater Accra,Greater Accra,5.5946,-0.7404,1,Event recorded in Greater Accra on 2014-11-29
GHA219,2014-12-02,2014,Strategic developments,Strategic developments,Greater Accra,Greater Accra,Greater Accra,5.6174,-0.5953,0,Event recorded in Greater Accra on 2014-12-02
GHA220,2015-01-16,2015,Flood displacement event,Flood displacement event,Greater Accra,Greater Accra,Greater Accra,5.6531,-0.2033,0,Event recorded in Greater Accra on 2015-01-16
GHA221,2015-01-25,2015,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.6826,-0.5551,0,Event recorded in Greater Accra on 2015-01-25
GHA222,2015-02-06,2015,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.5855,-0.3404,1,Event recorded in Greater Accra on 2015-02-06
GHA223,2015-02-07,2015,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,6.145,-0.0847,0,Event recorded in Greater Accra on 2015-02-07
GHA224,2015-02-10,2015,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.405,-0.3762,0,Event recorded in Greater Accra on 2015-02-10
GHA225,2015-03-19,2015,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.7983,-0.0428,0,Event recorded in Greater Accra on 2015-03-19
GHA226,2015-04-11,2015,Riots,Riots,Greater Accra,Greater Accra,Greater Accra,5.7576,-0.1491,0,Event recorded in Greater Accra on 2015-04-11
GHA227,2015-04-13,2015,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.6284,-0.2708,0,Event recorded in Greater Accra on 2015-04-13
GHA228,2015-06-15,2015,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.3996,-0.3979,0,Event recorded in Greater Accra on 2015-06-15
GHA229,2015-06-28,2015,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.8228,0.0518,5,Event recorded in Greater Accra on 2015-06-28
GHA230,2015-07-06,2015,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.9591,0.2882,0,Event recorded in Greater Accra on 2015-07-06
GHA231,2015-07-21,2015,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.1178,-0.5656,2,Event recorded in Greater Accra on 2015-07-21
GHA232,2015-07-22,2015,Explosions/Remote violence,Explosions/Remote violence,Greater Accra,Greater Accra,Greater Accra,5.3522,-0.5743,0,Event recorded in Greater Accra on 2015-07-22
GHA233,2015-07-23,2015,Flood displacement event,Flood displacement event,Greater Accra,Greater Accra,Greater Accra,5.4191,-0.2015,0,Event recorded in Greater Accra on 2015-07-23
GHA234,2015-08-04,2015,Riots,Riots,Greater Accra,Greater Accra,Greater Accra,5.6763,-0.5971,0,Event recorded in Greater Accra on 2015-08-04
GHA235,2015-08-17,2015,Flood displacement event,Flood displacement event,Greater Accra,Greater Accra,Greater Accra,5.2304,-0.7607,0,Event recorded in Greater Accra on 2015-08-17
GHA236,2015-11-14,2015,Strategic developments,Strategic developments,Greater Accra,Greater Accra,Greater Accra,5.4759,-0.2683,0,Event recorded in Greater Accra on 2015-11-14
GHA237,2015-12-13,2015,Riots,Riots,Greater Accra,Greater Accra,Greater Accra,5.7182,-0.838,0,Event recorded in Greater Accra on 2015-12-13
GHA238,2016-01-18,2016,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.7387,-0.1119,0,Event recorded in Greater Accra on 2016-01-18
GHA239,2016-02-05,2016,Explosions/Remote violence,Explosions/Remote violence,Greater Accra,Greater Accra,Greater Accra,5.5509,-0.5759,0,Event recorded in Greater Accra on 2016-02-05
GHA240,2016-02-16,2016,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.2273,0.017,0,Event recorded in Greater Accra on 2016-02-16
GHA241,2016-02-23,2016,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.8791,0.3405,0,Event recorded in Greater Accra on 2016-02-23
GHA242,2016-03-11,2016,Battles,Battles,Greater Accra,Greater Accra,Greater Accra,5.5562,0.259,3,Event recorded in Greater Accra on 2016-03-11
GHA243,2016-03-15,2016,Riots,Riots,Greater Accra,Greater Accra,Greater Accra,4.9236,-0.2711,0,Event recorded in Greater Accra on 2016-03-15
GHA244,2016-03-23,2016,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,6.0118,0.0074,3,Event recorded in Greater Accra on 2016-03-23
GHA245,2016-03-30,2016,Strategic developments,Strategic developments,Greater Accra,Greater Accra,Greater Accra,5.5459,-0.2557,0,Event recorded in Greater Accra on 2016-03-30
GHA246,2016-04-01,2016,Flood displacement event,Flood displacement event,Greater Accra,Greater Accra,Greater Accra,5.4363,0.1519,0,Event recorded in Greater Accra on 2016-04-01
GHA247,2016-05-11,2016,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.1885,-0.2257,0,Event recorded in Greater Accra on 2016-05-11
GHA248,2016-06-09,2016,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.6744,-0.1013,0,Event recorded in Greater Accra on 2016-06-09
GHA249,2016-06-20,2016,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.4216,-0.4819,0,Event recorded in Greater Accra on 2016-06-20
GHA250,2016-07-24,2016,Battles,Battles,Greater Accra,Greater Accra,Greater Accra,5.8039,-0.2855,3,Event recorded in Greater Accra on 2016-07-24
GHA251,2016-09-08,2016,Flood displacement event,Flood displacement event,Greater Accra,Greater Accra,Greater Accra,5.3592,-0.3109,0,Event recorded in Greater Accra on 2016-09-08
GHA252,2016-09-18,2016,Battles,Battles,Greater Accra,Greater Accra,Greater Accra,4.9451,-0.4019,1,Event recorded in Greater Accra on 2016-09-18
GHA253,2016-09-30,2016,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.7205,0.054,0,Event recorded in Greater Accra on 2016-09-30
GHA254,2016-10-01,2016,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.2252,-0.0935,0,Event recorded in Greater Accra on 2016-10-01
GHA255,2016-10-09,2016,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,4.9183,-0.1506,0,Event recorded in Greater Accra on 2016-10-09
GHA256,2016-10-19,2016,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.5097,-0.0291,1,Event recorded in Greater Accra on 2016-10-19
GHA257,2016-10-25,2016,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.361,0.1793,0,Event recorded in Greater Accra on 2016-10-25
GHA258,2016-11-12,2016,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.6956,-0.6392,0,Event recorded in Greater Accra on 2016-11-12
GHA259,2016-11-19,2016,Flood displacement event,Flood displacement event,Greater Accra,Greater Accra,Greater Accra,5.9572,0.2285,0,Event recorded in Greater Accra on 2016-11-19
GHA260,2016-12-30,2016,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.3489,-0.3269,0,Event recorded in Greater Accra on 2016-12-30
GHA261,2017-01-07,2017,Flood displacement event,Flood displacement event,Greater Accra,Greater Accra,Greater Accra,5.7255,-0.361,0,Event recorded in Greater Accra on 2017-01-07
GHA262,2017-01-23,2017,Riots,Riots,Greater Accra,Greater Accra,Greater Accra,5.8261,-0.1421,0,Event recorded in Greater Accra on 2017-01-23
GHA263,2017-01-31,2017,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.5682,0.2608,0,Event recorded in Greater Accra on 2017-01-31
GHA264,2017-03-16,2017,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.4286,-0.3831,2,Event recorded in Greater Accra on 2017-03-16
GHA265,2017-03-27,2017,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.5973,-0.3759,0,Event recorded in Greater Accra on 2017-03-27
GHA266,2017-05-03,2017,Riots,Riots,Greater Accra,Greater Accra,Greater Accra,5.8318,0.041,0,Event recorded in Greater Accra on 2017-05-03
GHA267,2017-05-04,2017,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.5154,0.0926,0,Event recorded in Greater Accra on 2017-05-04
GHA268,2017-05-30,2017,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.2869,0.1595,0,Event recorded in Greater Accra on 2017-05-30
GHA269,2017-06-03,2017,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.981,-0.2872,3,Event recorded in Greater Accra on 2017-06-03
GHA270,2017-06-26,2017,Flood displacement event,Flood displacement event,Greater Accra,Greater Accra,Greater Accra,5.5567,0.234,0,Event recorded in Greater Accra on 2017-06-26
GHA271,2017-07-22,2017,Flood displacement event,Flood displacement event,Greater Accra,Greater Accra,Greater Accra,5.8456,0.0714,0,Event recorded in Greater Accra on 2017-07-22
GHA272,2017-08-16,2017,Violence against civilians,Violence against civilians,Greater Accra,Greater Accra,Greater Accra,5.3775,-0.245,3,Event recorded in Greater Accra on 2017-08-16
GHA273,2017-08-18,2017,Riots,Riots,Greater Accra,Greater Accra,Greater Accra,5.2294,-0.0943,0,Event recorded in Greater Accra on 2017-08-18
GHA274,2017-09-06,2017,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.6052,-0.3391,0,Event recorded in Greater Accra on 2017-09-06
GHA275,2017-09-15,2017,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.8118,-0.0264,0,Event recorded in Greater Accra on 2017-09-15
GHA276,2017-11-25,2017,Flood displacement event,Flood displacement event,Greater Accra,Greater Accra,Greater Accra,5.7214,-0.3447,0,Event recorded in Greater Accra on 2017-11-25
GHA277,2017-12-07,2017,Strategic developments,Strategic developments,Greater Accra,Greater Accra,Greater Accra,5.2614,-0.634,0,Event recorded in Greater Accra on 2017-12-07
GHA278,2018-01-16,2018,Protests,Protests,Greater Accra,Greater Accra,Greater Accra,5.4095,0.2187,0,Event recorded in Greater Accra on 2018-01-16
GHA279,2018-01-17,2018,Riots,Riots,Greater Accra,Greater Accra,Greater Accra,5.3721,-0.0268,0,Event recorded in Greater Accra on 2018-01-17
GHA280,2018-02-05,2018,Strategic developments,Strategic developments,Greater Accra,Greater Accra,Greater Accra,5.402,-0.4771,0,Event recorded in Greater Accra on 2018-02-05
GHA281,2018-04-22,2018,Strategic developments,Strategic developments,Greater Accra,Greater Accra,Greater Accra,5.9675,0.2777,0,Event recorded in Greater Accra on 2018-04-22
