date,admin1,admin2,market,category,commodity,unit,pricetype,currency,price,usdprice
2022-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,10.59,1.2
2022-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,11.22,1.27
2022-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,12.73,1.44
2022-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,14.13,1.59
2022-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,12.46,1.4
2022-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,11.43,1.28
2022-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,11.96,1.34
2022-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,14.34,1.6
2023-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,11.05,1.23
2023-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,11.07,1.23
2023-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,10.63,1.17
2023-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,9.03,1.0
2023-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,9.26,1.02
2023-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,9.75,1.07
2023-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,10.09,1.1
2023-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,11.03,1.2
2023-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,10.57,1.15
2023-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,10.35,1.12
2023-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,9.22,1.0
2023-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,10.61,1.14
2024-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,11.04,1.19
2024-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,11.43,1.23
2024-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,11.5,1.23
2024-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,8.48,0.9
2024-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,8.84,0.94
2024-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,9.38,1.0
2024-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,10.48,1.11
2024-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,12.39,1.31
2024-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,10.66,1.12
2024-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,9.62,1.01
2024-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,9.88,1.03
2024-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Maize (white),KG,Retail,GHS,11.4,1.19
2003-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.23,1.08
2003-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.44,1.14
2003-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,2.96,0.97
2003-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,2.73,0.89
2003-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,2.57,0.83
2003-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,2.5,0.8
2003-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,2.95,0.94
2003-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,2.95,0.93
2003-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,2.88,0.9
2003-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,2.83,0.88
2003-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,2.81,0.86
2003-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.44,1.05
2004-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.91,1.18
2004-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.59,1.08
2004-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.54,1.06
2004-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,2.91,0.86
2004-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.04,0.89
2004-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,2.93,0.86
2004-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.24,0.94
2004-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.17,0.91
2004-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.01,0.86
2004-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.31,0.94
2004-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.05,0.86
2004-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.96,1.11
2005-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.19,1.16
2005-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.14,1.14
2005-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.13,1.13
2005-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.11,0.85
2005-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.59,0.97
2005-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.28,0.88
2005-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.32,0.89
2005-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.73,0.99
2005-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.71,0.98
2005-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.21,0.84
2005-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.26,0.85
2005-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.21,1.09
2006-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.07,1.3
2006-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.56,1.16
2006-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.34,1.1
2006-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.86,0.97
2006-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.56,0.89
2006-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.43,0.85
2006-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.77,0.93
2006-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.36,1.07
2006-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.89,0.95
2006-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.88,0.94
2006-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.58,0.86
2006-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.59,1.1
2007-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.6,1.33
2007-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.38,1.27
2007-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.9,1.15
2007-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.79,0.89
2007-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.05,0.94
2007-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.18,0.97
2007-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.98,0.91
2007-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.15,0.95
2007-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.14,0.94
2007-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.99,0.9
2007-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,3.91,0.88
2007-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.61,1.03
2008-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.82,1.74
2008-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.47,1.43
2008-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.08,1.34
2008-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.45,1.19
2008-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.79,1.04
2008-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.79,1.04
2008-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.4,1.16
2008-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.09,1.3
2008-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.64,1.2
2008-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.78,1.01
2008-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.73,1.21
2008-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.85,1.43
2009-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.32,1.32
2009-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.86,1.21
2009-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.54,1.14
2009-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.2,1.07
2009-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.63,0.94
2009-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.53,0.92
2009-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.44,0.9
2009-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.05,1.02
2009-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.97,0.99
2009-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.53,0.9
2009-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.47,0.89
2009-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.79,1.14
2010-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.37,1.25
2010-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.49,1.27
2010-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.6,1.09
2010-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.45,0.86
2010-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.63,0.89
2010-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.75,0.91
2010-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.19,0.99
2010-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.46,1.04
2010-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.78,0.9
2010-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.89,0.92
2010-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.76,0.89
2010-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.9,1.1
2011-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.78,1.26
2011-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.6,1.22
2011-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.05,1.29
2011-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.78,1.06
2011-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,4.79,0.87
2011-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.08,0.92
2011-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.29,0.95
2011-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.72,1.03
2011-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.68,1.01
2011-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.13,0.91
2011-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.01,0.89
2011-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.74,1.19
2012-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.1,1.25
2012-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.09,1.24
2012-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.99,1.04
2012-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.32,0.92
2012-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.54,0.96
2012-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.19,0.89
2012-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.16,0.88
2012-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.8,0.99
2012-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.51,0.93
2012-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.12,0.86
2012-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.64,0.95
2012-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.22,1.04
2013-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.77,1.29
2013-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.48,1.24
2013-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.72,1.11
2013-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.81,0.96
2013-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.44,0.89
2013-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.32,0.87
2013-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.82,0.95
2013-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.56,1.06
2013-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.93,0.96
2013-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,5.82,0.93
2013-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.12,0.98
2013-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.33,1.17
2014-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,8.85,1.4
2014-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,8.96,1.42
2014-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,8.49,1.34
2014-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.8,1.07
2014-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.13,0.96
2014-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.54,1.02
2014-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.16,1.11
2014-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.72,1.19
2014-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.96,1.07
2014-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.11,0.94
2014-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.39,0.98
2014-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,8.53,1.3
2015-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,10.94,1.66
2015-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,9.21,1.39
2015-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,9.04,1.36
2015-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.97,1.04
2015-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.77,1.01
2015-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.21,0.92
2015-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.59,1.12
2015-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.52,1.11
2015-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.73,1.14
2015-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.96,1.02
2015-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.89,1.15
2015-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,9.59,1.39
2016-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,8.25,1.2
2016-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,8.89,1.28
2016-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.65,1.1
2016-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.11,1.02
2016-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.11,0.87
2016-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.05,1.0
2016-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.33,1.04
2016-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.84,0.97
2016-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.96,0.98
2016-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.73,0.94
2016-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.94,0.97
2016-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,8.22,1.15
2017-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,10.14,1.41
2017-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,9.01,1.25
2017-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,8.57,1.18
2017-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.72,0.92
2017-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.85,0.94
2017-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.28,0.99
2017-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.8,1.06
2017-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.77,1.05
2017-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.31,0.99
2017-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.46,1.0
2017-11-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,6.97,0.94
2017-12-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,9.08,1.21
2018-01-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,10.14,1.35
2018-02-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,9.46,1.26
2018-03-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,8.21,1.09
2018-04-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.06,0.93
2018-05-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.51,0.99
2018-06-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.8,1.02
2018-07-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.65,1.0
2018-08-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.97,1.04
2018-09-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,8.05,1.05
2018-10-01,Greater Accra,Greater Accra,Accra,Cereals and Tubers,Millet,KG,Retail,GHS,7.41,0.96
