date,adm1_name,adm2_name,rfh,rfh_avg,rfq,r1h,r1h_avg,r1q,r3h,r3h_avg,r3q
2009-11-05,Greater Accra,Accra Metropolitan,3.48,6,-41.3,10.43,18,-37.2,31.3,54,-33.1
2009-11-15,Greater Accra,Accra Metropolitan,15.21,12,26.5,45.64,36,23.9,136.91,108,21.2
2009-11-25,Greater Accra,Accra Metropolitan,4.12,2,101.1,12.37,6,90.9,37.1,18,80.8
2009-12-05,Greater Accra,Accra Metropolitan,4.29,3,41.6,12.87,9,37.5,38.62,27,33.3
2009-12-15,Greater Accra,Accra Metropolitan,4.2,8,-46.9,12.6,24,-42.2,37.81,72,-37.5
2009-12-25,Greater Accra,Accra Metropolitan,15.58,18,-13.4,46.74,54,-12.0,140.21,162,-10.7
2010-01-04,Greater Accra,Accra Metropolitan,37.5,28,33.8,112.51,84,30.4,337.52,252,27.1
2010-01-14,Greater Accra,Accra Metropolitan,28.45,35,-18.6,85.36,105,-16.8,256.09,315,-14.9
2010-01-24,Greater Accra,Accra Metropolitan,22.44,20,12.1,67.32,60,10.9,201.97,180,9.7
2010-02-03,Greater Accra,Accra Metropolitan,18.29,15,21.8,54.88,45,19.6,164.63,135,17.4
2010-02-13,Greater Accra,Accra Metropolitan,18.74,25,-24.9,56.23,75,-22.4,168.69,225,-19.9
2010-02-23,Greater Accra,Accra Metropolitan,31.49,32,-1.6,94.48,96,-1.4,283.45,288,-1.3
2010-03-05,Greater Accra,Accra Metropolitan,1.79,18,-89.5,5.38,54,-80.6,16.14,162,-71.6
2010-03-15,Greater Accra,Accra Metropolitan,5.44,8,-31.6,16.32,24,-28.5,48.95,72,-25.3
2010-03-25,Greater Accra,Accra Metropolitan,3.62,4,-9.2,10.86,12,-8.3,32.59,36,-7.4
2010-04-04,Greater Accra,Accra Metropolitan,0.75,2,-59.4,2.26,6,-53.5,6.77,18,-47.5
2010-04-14,Greater Accra,Accra Metropolitan,2.22,1,111.3,6.67,3,100.2,20.02,9,89.0
2010-04-24,Greater Accra,Accra Metropolitan,0.57,2,-68.1,1.71,6,-61.3,5.13,18,-54.5
2010-05-04,Greater Accra,Accra Metropolitan,4.23,5,-15.1,12.69,15,-13.6,38.07,45,-12.1
2010-05-14,Greater Accra,Accra Metropolitan,12.46,12,3.8,37.37,36,3.4,112.12,108,3.0
2010-05-24,Greater Accra,Accra Metropolitan,11.6,8,44.5,34.81,24,40.0,104.43,72,35.6
2010-06-03,Greater Accra,Accra Metropolitan,2.49,5,-49.3,7.46,15,-44.3,22.39,45,-39.4
2010-06-13,Greater Accra,Accra Metropolitan,4.45,3,46.9,13.36,9,42.2,40.09,27,37.5
2010-06-23,Greater Accra,Accra Metropolitan,4.02,4,0.4,12.05,12,0.3,36.14,36,0.3
2010-07-03,Greater Accra,Accra Metropolitan,3.28,5,-33.7,9.85,15,-30.3,29.54,45,-26.9
2010-07-13,Greater Accra,Accra Metropolitan,3.58,3,18.6,10.73,9,16.8,32.2,27,14.9
2010-07-23,Greater Accra,Accra Metropolitan,2.2,2,9.5,6.6,6,8.5,19.79,18,7.6
2010-08-02,Greater Accra,Accra Metropolitan,1.4,2,-28.6,4.2,6,-25.7,12.6,18,-22.9
2010-08-12,Greater Accra,Accra Metropolitan,3.09,3,2.8,9.26,9,2.5,27.79,27,2.3
2010-08-22,Greater Accra,Accra Metropolitan,3.42,4,-14.1,10.27,12,-12.7,30.8,36,-11.3
2010-09-01,Greater Accra,Accra Metropolitan,3.14,3,4.6,9.43,9,4.1,28.28,27,3.7
2010-09-11,Greater Accra,Accra Metropolitan,2.66,2,31.5,7.99,6,28.4,23.96,18,25.2
2010-09-21,Greater Accra,Accra Metropolitan,4.98,3,64.0,14.95,9,57.6,44.84,27,51.2
2010-10-01,Greater Accra,Accra Metropolitan,1.45,3,-49.9,4.36,9,-44.9,13.07,27,-39.9
2010-10-11,Greater Accra,Accra Metropolitan,4.13,2,101.6,12.4,6,91.4,37.2,18,81.3
2010-10-21,Greater Accra,Accra Metropolitan,1.07,4,-71.4,3.22,12,-64.3,9.65,36,-57.1
2010-10-31,Greater Accra,Accra Metropolitan,5.7,6,-5.0,17.09,18,-4.5,51.27,54,-4.0
2010-11-10,Greater Accra,Accra Metropolitan,14.06,12,17.0,42.18,36,15.3,126.53,108,13.6
2010-11-20,Greater Accra,Accra Metropolitan,2.28,2,13.4,6.84,6,12.0,20.53,18,10.7
2010-11-30,Greater Accra,Accra Metropolitan,2.22,3,-25.1,6.66,9,-22.6,19.99,27,-20.1
2010-12-10,Greater Accra,Accra Metropolitan,7.48,8,-6.4,22.44,24,-5.8,67.32,72,-5.1
2010-12-20,Greater Accra,Accra Metropolitan,15.53,18,-13.6,46.6,54,-12.3,139.81,162,-10.9
2010-12-30,Greater Accra,Accra Metropolitan,23.58,28,-15.7,70.74,84,-14.2,212.22,252,-12.6
2011-01-09,Greater Accra,Accra Metropolitan,42.86,35,22.4,128.58,105,20.2,385.73,315,17.9
2011-01-19,Greater Accra,Accra Metropolitan,21.96,20,9.8,65.89,60,8.8,197.67,180,7.8
2011-01-29,Greater Accra,Accra Metropolitan,12.06,15,-19.5,36.17,45,-17.6,108.5,135,-15.6
2011-02-08,Greater Accra,Accra Metropolitan,31.07,25,24.2,93.22,75,21.8,279.65,225,19.4
2011-02-18,Greater Accra,Accra Metropolitan,34.61,32,8.1,103.84,96,7.3,311.51,288,6.5
2011-02-28,Greater Accra,Accra Metropolitan,22.06,18,22.5,66.19,54,20.2,198.58,162,18.0
2011-03-10,Greater Accra,Accra Metropolitan,9.57,8,19.4,28.72,24,17.5,86.17,72,15.5
2011-03-20,Greater Accra,Accra Metropolitan,2.76,4,-30.3,8.27,12,-27.3,24.81,36,-24.3
2011-03-30,Greater Accra,Accra Metropolitan,1.44,2,-26.7,4.32,6,-24.0,12.96,18,-21.3
2011-04-09,Greater Accra,Accra Metropolitan,1.56,1,51.0,4.68,3,45.9,14.04,9,40.8
2011-04-19,Greater Accra,Accra Metropolitan,2.61,2,29.1,7.83,6,26.2,23.49,18,23.3
2011-04-29,Greater Accra,Accra Metropolitan,4.96,5,-0.7,14.89,15,-0.6,44.67,45,-0.6
2011-05-09,Greater Accra,Accra Metropolitan,12.41,12,3.4,37.23,36,3.1,111.7,108,2.7
2011-05-19,Greater Accra,Accra Metropolitan,11.19,8,39.4,33.58,24,35.5,100.75,72,31.5
2011-05-29,Greater Accra,Accra Metropolitan,3.96,5,-20.3,11.89,15,-18.3,35.68,45,-16.2
2011-06-08,Greater Accra,Accra Metropolitan,3.68,3,22.1,11.05,9,19.9,33.15,27,17.6
2011-06-18,Greater Accra,Accra Metropolitan,3.7,4,-7.4,11.09,12,-6.7,33.27,36,-5.9
2011-06-28,Greater Accra,Accra Metropolitan,4.62,5,-7.5,13.86,15,-6.7,41.57,45,-6.0
2011-07-08,Greater Accra,Accra Metropolitan,4.37,3,44.3,13.12,9,39.9,39.36,27,35.4
2011-07-18,Greater Accra,Accra Metropolitan,2.83,2,39.3,8.48,6,35.4,25.43,18,31.4
2011-07-28,Greater Accra,Accra Metropolitan,2.81,2,38.7,8.44,6,34.9,25.32,18,31.0
2011-08-07,Greater Accra,Accra Metropolitan,4.63,3,52.6,13.9,9,47.4,41.69,27,42.1
2011-08-17,Greater Accra,Accra Metropolitan,4.03,4,0.8,12.09,12,0.7,36.28,36,0.6
2011-08-27,Greater Accra,Accra Metropolitan,3.85,3,27.5,11.56,9,24.7,34.67,27,22.0
2011-09-06,Greater Accra,Accra Metropolitan,1.69,2,-14.8,5.07,6,-13.3,15.21,18,-11.8
2011-09-16,Greater Accra,Accra Metropolitan,3.41,3,13.1,10.22,9,11.8,30.65,27,10.5
2011-09-26,Greater Accra,Accra Metropolitan,2.84,3,-5.2,8.51,9,-4.7,25.54,27,-4.2
2011-10-06,Greater Accra,Accra Metropolitan,2.1,2,4.6,6.29,6,4.2,18.87,18,3.7
2011-10-16,Greater Accra,Accra Metropolitan,4.89,4,21.8,14.68,12,19.6,44.03,36,17.4
2011-10-26,Greater Accra,Accra Metropolitan,4.36,6,-26.8,13.09,18,-24.1,39.27,54,-21.5
2011-11-05,Greater Accra,Accra Metropolitan,19.32,12,60.5,57.97,36,54.5,173.91,108,48.4
2011-11-15,Greater Accra,Accra Metropolitan,0.99,2,-47.9,2.98,6,-43.1,8.95,18,-38.3
2011-11-25,Greater Accra,Accra Metropolitan,1.48,3,-49.0,4.45,9,-44.1,13.34,27,-39.2
2011-12-05,Greater Accra,Accra Metropolitan,10.9,8,35.7,32.69,24,32.2,98.06,72,28.6
2011-12-15,Greater Accra,Accra Metropolitan,21.96,18,21.9,65.87,54,19.7,197.62,162,17.5
2011-12-25,Greater Accra,Accra Metropolitan,32.68,28,16.7,98.04,84,15.0,294.13,252,13.3
2012-01-04,Greater Accra,Accra Metropolitan,40.81,35,16.6,122.44,105,14.9,367.31,315,13.2
2012-01-14,Greater Accra,Accra Metropolitan,19.93,20,-0.3,59.8,60,-0.3,179.39,180,-0.3
2012-01-24,Greater Accra,Accra Metropolitan,11.19,15,-25.3,33.56,45,-22.7,100.68,135,-20.2
2012-02-03,Greater Accra,Accra Metropolitan,25.51,25,2.0,76.54,75,1.8,229.61,225,1.6
2012-02-13,Greater Accra,Accra Metropolitan,26.24,32,-17.9,78.73,96,-16.1,236.2,288,-14.3
2012-02-23,Greater Accra,Accra Metropolitan,22.88,18,26.9,68.63,54,24.2,205.88,162,21.5
2012-03-04,Greater Accra,Accra Metropolitan,7.63,8,-4.5,22.9,24,-4.1,68.69,72,-3.6
2012-03-14,Greater Accra,Accra Metropolitan,2.76,4,-30.2,8.29,12,-27.2,24.86,36,-24.2
2012-03-24,Greater Accra,Accra Metropolitan,1.68,2,-15.3,5.04,6,-13.8,15.11,18,-12.2
2012-04-03,Greater Accra,Accra Metropolitan,1.31,1,28.2,3.93,3,25.3,11.79,9,22.5
2012-04-13,Greater Accra,Accra Metropolitan,1.44,2,-26.8,4.31,6,-24.2,12.93,18,-21.5
2012-04-23,Greater Accra,Accra Metropolitan,3.56,5,-28.2,10.68,15,-25.4,32.05,45,-22.6
2012-05-03,Greater Accra,Accra Metropolitan,12.85,12,7.0,38.56,36,6.3,115.68,108,5.6
2012-05-13,Greater Accra,Accra Metropolitan,8.61,8,7.6,25.84,24,6.8,77.51,72,6.0
2012-05-23,Greater Accra,Accra Metropolitan,4.11,5,-17.4,12.34,15,-15.7,37.02,45,-13.9
2012-06-02,Greater Accra,Accra Metropolitan,2.41,3,-19.0,7.23,9,-17.1,21.7,27,-15.2
2012-06-12,Greater Accra,Accra Metropolitan,4.35,4,8.5,13.04,12,7.6,39.13,36,6.8
2012-06-22,Greater Accra,Accra Metropolitan,2.47,5,-49.7,7.4,15,-44.7,22.19,45,-39.8
2012-07-02,Greater Accra,Accra Metropolitan,1.24,3,-56.8,3.72,9,-51.1,11.17,27,-45.4
2012-07-12,Greater Accra,Accra Metropolitan,1.28,2,-34.2,3.84,6,-30.8,11.53,18,-27.4
2012-07-22,Greater Accra,Accra Metropolitan,1.79,2,-10.2,5.36,6,-9.1,16.08,18,-8.1
2012-08-01,Greater Accra,Accra Metropolitan,3.39,3,12.5,10.17,9,11.3,30.5,27,10.0
2012-08-11,Greater Accra,Accra Metropolitan,6.21,4,54.0,18.64,12,48.6,55.92,36,43.2
2012-08-21,Greater Accra,Accra Metropolitan,4.07,3,34.6,12.22,9,31.1,36.65,27,27.7
2012-08-31,Greater Accra,Accra Metropolitan,1.84,2,-7.6,5.52,6,-6.9,16.56,18,-6.1
2012-09-10,Greater Accra,Accra Metropolitan,2.98,3,-0.8,8.93,9,-0.7,26.79,27,-0.6
2012-09-20,Greater Accra,Accra Metropolitan,1.75,3,-40.4,5.24,9,-36.4,15.72,27,-32.3
2012-09-30,Greater Accra,Accra Metropolitan,1.98,2,-0.9,5.94,6,-0.8,17.83,18,-0.7
2012-10-10,Greater Accra,Accra Metropolitan,3.57,4,-10.6,10.7,12,-9.5,32.1,36,-8.4
2012-10-20,Greater Accra,Accra Metropolitan,6.65,6,10.6,19.94,18,9.5,59.81,54,8.5
2012-10-30,Greater Accra,Accra Metropolitan,9.1,12,-23.9,27.31,36,-21.5,81.94,108,-19.1
2012-11-09,Greater Accra,Accra Metropolitan,2.52,2,24.7,7.56,6,22.3,22.67,18,19.8
2012-11-19,Greater Accra,Accra Metropolitan,4.92,3,61.8,14.75,9,55.6,44.24,27,49.4
2012-11-29,Greater Accra,Accra Metropolitan,7.73,8,-3.4,23.18,24,-3.0,69.55,72,-2.7
2012-12-09,Greater Accra,Accra Metropolitan,20.01,18,11.1,60.03,54,10.0,180.08,162,8.9
2012-12-19,Greater Accra,Accra Metropolitan,33.18,28,18.4,99.53,84,16.6,298.58,252,14.7
2012-12-29,Greater Accra,Accra Metropolitan,31.29,35,-10.6,93.87,105,-9.5,281.6,315,-8.5
2013-01-08,Greater Accra,Accra Metropolitan,21.23,20,6.1,63.7,60,5.5,191.09,180,4.9
2013-01-18,Greater Accra,Accra Metropolitan,15.05,15,0.4,45.16,45,0.3,135.48,135,0.3
2013-01-28,Greater Accra,Accra Metropolitan,25.66,25,2.6,76.98,75,2.4,230.93,225,2.1
2013-02-07,Greater Accra,Accra Metropolitan,25.43,32,-20.5,76.29,96,-18.4,228.86,288,-16.4
2013-02-17,Greater Accra,Accra Metropolitan,18.12,18,0.7,54.37,54,0.6,163.1,162,0.5
2013-02-27,Greater Accra,Accra Metropolitan,9.24,8,15.4,27.73,24,13.8,83.2,72,12.3
2013-03-09,Greater Accra,Accra Metropolitan,6.18,4,53.1,18.53,12,47.8,55.59,36,42.5
2013-03-19,Greater Accra,Accra Metropolitan,2.96,2,45.7,8.88,6,41.1,26.63,18,36.5
2013-03-29,Greater Accra,Accra Metropolitan,2.61,1,146.8,7.84,3,132.1,23.53,9,117.4
2013-04-08,Greater Accra,Accra Metropolitan,1.23,2,-36.5,3.7,6,-32.9,11.09,18,-29.2
2013-04-18,Greater Accra,Accra Metropolitan,6.53,5,29.9,19.58,15,26.9,58.74,45,23.9
2013-04-28,Greater Accra,Accra Metropolitan,12.64,12,5.3,37.93,36,4.8,113.78,108,4.2
2013-05-08,Greater Accra,Accra Metropolitan,13.47,8,67.6,40.42,24,60.8,121.27,72,54.1
2013-05-18,Greater Accra,Accra Metropolitan,3.59,5,-27.7,10.76,15,-25.0,32.27,45,-22.2
2013-05-28,Greater Accra,Accra Metropolitan,1.95,3,-33.9,5.85,9,-30.5,17.55,27,-27.1
2013-06-07,Greater Accra,Accra Metropolitan,3.1,4,-21.9,9.3,12,-19.7,27.91,36,-17.5
2013-06-17,Greater Accra,Accra Metropolitan,1.28,5,-72.9,3.85,15,-65.6,11.55,45,-58.3
2013-06-27,Greater Accra,Accra Metropolitan,2.34,3,-21.2,7.03,9,-19.1,21.09,27,-17.0
2013-07-07,Greater Accra,Accra Metropolitan,1.24,2,-36.1,3.72,6,-32.5,11.17,18,-28.9
2013-07-17,Greater Accra,Accra Metropolitan,2.15,2,7.2,6.45,6,6.4,19.35,18,5.7
2013-07-27,Greater Accra,Accra Metropolitan,3.43,3,13.8,10.28,9,12.4,30.84,27,11.0
2013-08-06,Greater Accra,Accra Metropolitan,6.81,4,68.6,20.44,12,61.8,61.33,36,54.9
2013-08-16,Greater Accra,Accra Metropolitan,4.19,3,38.3,12.56,9,34.5,37.69,27,30.7
2013-08-26,Greater Accra,Accra Metropolitan,1.42,2,-27.5,4.27,6,-24.7,12.81,18,-22.0
2013-09-05,Greater Accra,Accra Metropolitan,1.88,3,-36.2,5.63,9,-32.6,16.89,27,-29.0
2013-09-15,Greater Accra,Accra Metropolitan,3.61,3,19.8,10.84,9,17.9,32.53,27,15.9
2013-09-25,Greater Accra,Accra Metropolitan,0.68,2,-62.9,2.04,6,-56.6,6.12,18,-50.3
2013-10-05,Greater Accra,Accra Metropolitan,6.75,4,67.0,20.24,12,60.3,60.72,36,53.6
2013-10-15,Greater Accra,Accra Metropolitan,8.36,6,38.7,25.08,18,34.8,75.23,54,30.9
2013-10-25,Greater Accra,Accra Metropolitan,10.36,12,-13.6,31.07,36,-12.2,93.22,108,-10.9
2013-11-04,Greater Accra,Accra Metropolitan,0.29,2,-81.6,0.86,6,-73.4,2.58,18,-65.3
2013-11-14,Greater Accra,Accra Metropolitan,4.69,3,54.6,14.08,9,49.1,42.23,27,43.7
2013-11-24,Greater Accra,Accra Metropolitan,7.71,8,-3.5,23.14,24,-3.2,69.42,72,-2.8
2013-12-04,Greater Accra,Accra Metropolitan,24.19,18,34.2,72.57,54,30.8,217.7,162,27.4
2013-12-14,Greater Accra,Accra Metropolitan,16.04,28,-42.6,48.13,84,-38.3,144.38,252,-34.0
2013-12-24,Greater Accra,Accra Metropolitan,29.46,35,-15.8,88.37,105,-14.2,265.1,315,-12.6
2014-01-03,Greater Accra,Accra Metropolitan,20.03,20,0.1,60.09,60,0.1,180.26,180,0.1
2014-01-13,Greater Accra,Accra Metropolitan,15.2,15,1.3,45.6,45,1.2,136.8,135,1.1
2014-01-23,Greater Accra,Accra Metropolitan,21.96,25,-12.1,65.89,75,-10.9,197.66,225,-9.7
2014-02-02,Greater Accra,Accra Metropolitan,37.29,32,16.5,111.88,96,14.8,335.65,288,13.2
2014-02-12,Greater Accra,Accra Metropolitan,12.66,18,-29.5,37.99,54,-26.5,113.96,162,-23.6
2014-02-22,Greater Accra,Accra Metropolitan,7.64,8,-4.4,22.93,24,-4.0,68.8,72,-3.5
2014-03-04,Greater Accra,Accra Metropolitan,4.18,4,4.4,12.54,12,4.0,37.62,36,3.5
2014-03-14,Greater Accra,Accra Metropolitan,2.51,2,24.5,7.54,6,22.0,22.63,18,19.6
2014-03-24,Greater Accra,Accra Metropolitan,1.53,1,48.5,4.6,3,43.7,13.8,9,38.8
2014-04-03,Greater Accra,Accra Metropolitan,0.88,2,-53.6,2.63,6,-48.2,7.88,18,-42.8
2014-04-13,Greater Accra,Accra Metropolitan,2.32,5,-52.6,6.95,15,-47.4,20.84,45,-42.1
2014-04-23,Greater Accra,Accra Metropolitan,16.47,12,37.0,49.42,36,33.3,148.25,108,29.6
2014-05-03,Greater Accra,Accra Metropolitan,8.83,8,10.3,26.49,24,9.2,79.48,72,8.2
2014-05-13,Greater Accra,Accra Metropolitan,3.69,5,-25.7,11.07,15,-23.1,33.21,45,-20.5
2014-05-23,Greater Accra,Accra Metropolitan,4.94,3,62.5,14.82,9,56.3,44.45,27,50.0
2014-06-02,Greater Accra,Accra Metropolitan,4.17,4,4.2,12.52,12,3.8,37.56,36,3.4
2014-06-12,Greater Accra,Accra Metropolitan,7.06,5,40.5,21.19,15,36.4,63.57,45,32.4
2014-06-22,Greater Accra,Accra Metropolitan,3.08,3,2.7,9.25,9,2.5,27.76,27,2.2
2014-07-02,Greater Accra,Accra Metropolitan,4.06,2,98.1,12.18,6,88.3,36.55,18,78.5
2014-07-12,Greater Accra,Accra Metropolitan,3.76,2,83.6,11.27,6,75.2,33.8,18,66.9
2014-07-22,Greater Accra,Accra Metropolitan,2.69,3,-10.0,8.07,9,-9.0,24.2,27,-8.0
2014-08-01,Greater Accra,Accra Metropolitan,5.46,4,35.5,16.37,12,32.0,49.12,36,28.4
2014-08-11,Greater Accra,Accra Metropolitan,3.81,3,26.0,11.42,9,23.4,34.26,27,20.8
2014-08-21,Greater Accra,Accra Metropolitan,3.37,2,65.2,10.11,6,58.7,30.32,18,52.1
2014-08-31,Greater Accra,Accra Metropolitan,1.79,3,-38.9,5.38,9,-35.0,16.14,27,-31.1
2014-09-10,Greater Accra,Accra Metropolitan,3.86,3,27.7,11.57,9,24.9,34.72,27,22.1
2014-09-20,Greater Accra,Accra Metropolitan,3.06,2,50.4,9.18,6,45.4,27.53,18,40.3
2014-09-30,Greater Accra,Accra Metropolitan,1.36,4,-64.3,4.09,12,-57.9,12.26,36,-51.5
2014-10-10,Greater Accra,Accra Metropolitan,3.63,6,-38.8,10.9,18,-34.9,32.7,54,-31.0
2014-10-20,Greater Accra,Accra Metropolitan,4.86,12,-59.0,14.59,36,-53.1,43.76,108,-47.2
2014-10-30,Greater Accra,Accra Metropolitan,1.73,2,-12.8,5.19,6,-11.5,15.58,18,-10.3
2014-11-09,Greater Accra,Accra Metropolitan,3.9,3,28.9,11.69,9,26.0,35.07,27,23.1
2014-11-19,Greater Accra,Accra Metropolitan,11.76,8,46.4,35.27,24,41.7,105.8,72,37.1
2014-11-29,Greater Accra,Accra Metropolitan,18.37,18,2.0,55.11,54,1.8,165.33,162,1.6
2014-12-09,Greater Accra,Accra Metropolitan,40.21,28,43.5,120.64,84,39.1,361.93,252,34.8
2014-12-19,Greater Accra,Accra Metropolitan,22.23,35,-36.4,66.7,105,-32.7,200.11,315,-29.1
2014-12-29,Greater Accra,Accra Metropolitan,10.63,20,-46.6,31.89,60,-41.9,95.68,180,-37.3
2015-01-08,Greater Accra,Accra Metropolitan,14.76,15,-1.6,44.29,45,-1.4,132.88,135,-1.3
2015-01-18,Greater Accra,Accra Metropolitan,27.59,25,10.3,82.78,75,9.3,248.33,225,8.3
2015-01-28,Greater Accra,Accra Metropolitan,31.72,32,-0.9,95.17,96,-0.8,285.5,288,-0.7
2015-02-07,Greater Accra,Accra Metropolitan,7.66,18,-57.1,22.99,54,-51.4,68.97,162,-45.7
2015-02-17,Greater Accra,Accra Metropolitan,7.78,8,-2.8,23.33,24,-2.5,69.99,72,-2.2
2015-02-27,Greater Accra,Accra Metropolitan,2.04,4,-47.7,6.13,12,-43.0,18.39,36,-38.2
2015-03-09,Greater Accra,Accra Metropolitan,2.67,2,31.9,8.01,6,28.7,24.03,18,25.5
2015-03-19,Greater Accra,Accra Metropolitan,1.27,1,25.0,3.82,3,22.5,11.47,9,20.0
2015-03-29,Greater Accra,Accra Metropolitan,1.06,2,-44.8,3.18,6,-40.3,9.54,18,-35.8
2015-04-08,Greater Accra,Accra Metropolitan,4.1,5,-17.6,12.3,15,-15.9,36.91,45,-14.1
2015-04-18,Greater Accra,Accra Metropolitan,8.29,12,-30.6,24.88,36,-27.6,74.63,108,-24.5
2015-04-28,Greater Accra,Accra Metropolitan,7.84,8,-1.9,23.53,24,-1.7,70.59,72,-1.5
2015-05-08,Greater Accra,Accra Metropolitan,6.67,5,32.8,20.01,15,29.5,60.04,45,26.2
2015-05-18,Greater Accra,Accra Metropolitan,1.77,3,-39.7,5.3,9,-35.8,15.91,27,-31.8
2015-05-28,Greater Accra,Accra Metropolitan,4.76,4,18.4,14.27,12,16.6,42.8,36,14.8
2015-06-07,Greater Accra,Accra Metropolitan,4.07,5,-18.2,12.22,15,-16.4,36.65,45,-14.6
2015-06-17,Greater Accra,Accra Metropolitan,2.01,3,-32.0,6.03,9,-28.8,18.08,27,-25.6
2015-06-27,Greater Accra,Accra Metropolitan,1.89,2,-5.1,5.68,6,-4.6,17.04,18,-4.1
2015-07-07,Greater Accra,Accra Metropolitan,0.96,2,-49.3,2.89,6,-44.4,8.68,18,-39.4
2015-07-17,Greater Accra,Accra Metropolitan,2.31,3,-22.3,6.92,9,-20.1,20.77,27,-17.9
2015-07-27,Greater Accra,Accra Metropolitan,2.2,4,-43.8,6.61,12,-39.4,19.83,36,-35.1
2015-08-06,Greater Accra,Accra Metropolitan,5.46,3,79.2,16.37,9,71.3,49.1,27,63.4
2015-08-16,Greater Accra,Accra Metropolitan,2.04,2,1.7,6.11,6,1.5,18.32,18,1.3
2015-08-26,Greater Accra,Accra Metropolitan,2.13,3,-28.2,6.38,9,-25.4,19.13,27,-22.6
2015-09-05,Greater Accra,Accra Metropolitan,3.27,3,8.6,9.8,9,7.8,29.41,27,6.9
2015-09-15,Greater Accra,Accra Metropolitan,1.89,2,-5.3,5.66,6,-4.8,16.99,18,-4.3
2015-09-25,Greater Accra,Accra Metropolitan,3.67,4,-8.1,11.01,12,-7.3,33.02,36,-6.5
2015-10-05,Greater Accra,Accra Metropolitan,7.23,6,20.1,21.69,18,18.1,65.06,54,16.1
2015-10-15,Greater Accra,Accra Metropolitan,14.65,12,21.9,43.95,36,19.7,131.86,108,17.5
2015-10-25,Greater Accra,Accra Metropolitan,1.47,2,-25.3,4.41,6,-22.7,13.23,18,-20.2
2015-11-04,Greater Accra,Accra Metropolitan,2.28,3,-23.2,6.84,9,-20.9,20.52,27,-18.6
2015-11-14,Greater Accra,Accra Metropolitan,7.31,8,-8.5,21.94,24,-7.6,65.81,72,-6.8
2015-11-24,Greater Accra,Accra Metropolitan,6.49,18,-63.6,19.47,54,-57.2,58.41,162,-50.9
2015-12-04,Greater Accra,Accra Metropolitan,16.64,28,-40.4,49.91,84,-36.4,149.72,252,-32.4
2015-12-14,Greater Accra,Accra Metropolitan,47.64,35,36.0,142.93,105,32.4,428.79,315,28.8
2015-12-24,Greater Accra,Accra Metropolitan,29.05,20,45.0,87.14,60,40.5,261.43,180,36.0
2016-01-03,Greater Accra,Accra Metropolitan,13.94,15,-7.0,41.82,45,-6.3,125.47,135,-5.6
2016-01-13,Greater Accra,Accra Metropolitan,28.89,25,15.5,86.68,75,14.0,260.03,225,12.4
2016-01-23,Greater Accra,Accra Metropolitan,34.65,32,8.2,103.94,96,7.4,311.81,288,6.6
2016-02-02,Greater Accra,Accra Metropolitan,33.39,18,85.1,100.18,54,76.5,300.55,162,68.0
2016-02-12,Greater Accra,Accra Metropolitan,10.8,8,34.6,32.4,24,31.1,97.19,72,27.6
2016-02-22,Greater Accra,Accra Metropolitan,3.81,4,-4.7,11.42,12,-4.2,34.27,36,-3.7
2016-03-03,Greater Accra,Accra Metropolitan,1.04,2,-45.5,3.13,6,-41.0,9.4,18,-36.4
2016-03-13,Greater Accra,Accra Metropolitan,0.0,1,-90.9,0.0,3,-81.8,0.0,9,-72.7
2016-03-23,Greater Accra,Accra Metropolitan,2.2,2,9.7,6.61,6,8.7,19.83,18,7.8
2016-04-02,Greater Accra,Accra Metropolitan,3.68,5,-26.0,11.03,15,-23.4,33.09,45,-20.8
2016-04-12,Greater Accra,Accra Metropolitan,7.02,12,-41.1,21.07,36,-37.0,63.2,108,-32.9
2016-04-22,Greater Accra,Accra Metropolitan,6.38,8,-20.0,19.15,24,-18.0,57.45,72,-16.0
2016-05-02,Greater Accra,Accra Metropolitan,3.11,5,-37.1,9.32,15,-33.4,27.97,45,-29.7
2016-05-12,Greater Accra,Accra Metropolitan,5.11,3,68.0,15.33,9,61.2,45.98,27,54.4
2016-05-22,Greater Accra,Accra Metropolitan,5.32,4,32.3,15.97,12,29.0,47.9,36,25.8
2016-06-01,Greater Accra,Accra Metropolitan,4.99,5,-0.3,14.96,15,-0.2,44.87,45,-0.2
2016-06-11,Greater Accra,Accra Metropolitan,4.85,3,59.7,14.55,9,53.7,43.65,27,47.7
2016-06-21,Greater Accra,Accra Metropolitan,2.08,2,3.7,6.23,6,3.3,18.7,18,2.9
2016-07-01,Greater Accra,Accra Metropolitan,1.14,2,-41.0,3.42,6,-36.9,10.25,18,-32.8
2016-07-11,Greater Accra,Accra Metropolitan,4.9,3,61.4,14.71,9,55.3,44.14,27,49.1
2016-07-21,Greater Accra,Accra Metropolitan,4.81,4,19.7,14.43,12,17.7,43.28,36,15.8
2016-07-31,Greater Accra,Accra Metropolitan,1.7,3,-41.8,5.11,9,-37.6,15.33,27,-33.5
2016-08-10,Greater Accra,Accra Metropolitan,1.81,2,-9.1,5.43,6,-8.2,16.29,18,-7.3
2016-08-20,Greater Accra,Accra Metropolitan,1.91,3,-35.3,5.72,9,-31.8,17.15,27,-28.2
2016-08-30,Greater Accra,Accra Metropolitan,1.27,3,-55.8,3.81,9,-50.2,11.44,27,-44.6
2016-09-09,Greater Accra,Accra Metropolitan,2.93,2,44.1,8.78,6,39.7,26.34,18,35.3
